caseid,person_id,arrest_date,dispos_date,treat
83812,17417,2013-01-21,2013-03-18,1
83820,3534,2012-05-03,2012-07-19,0
83824,7831,2013-03-06,2013-06-24,1
83832,19383,2012-04-26,2013-03-28,1
83834,1742,2012-01-16,2012-02-13,0
83838,13082,2012-07-08,2013-01-27,1
83839,3123,2013-08-04,2014-07-26,0
83840,12276,2012-09-04,2012-11-13,0
83843,17450,2013-02-19,2014-12-11,1
83855,2507,2012-04-04,2012-05-13,0
83856,212,2013-06-08,2014-03-14,1
83858,15918,2012-06-06,2013-11-04,1
83859,8709,2012-01-23,2014-05-12,0
83871,13302,2013-03-21,2016-02-15,1
83873,693,2013-02-09,2013-08-31,1
83874,7553,2013-08-04,2013-12-25,1
83877,5133,2012-09-05,2012-11-08,1
83887,17016,2013-02-23,2013-04-27,0
83888,5256,2012-12-26,2012-12-28,1
83890,14828,2013-07-22,2013-10-09,0
83891,6819,2013-06-20,2014-03-03,0
83895,871,2013-04-06,2013-05-06,1
83896,12858,2012-01-25,2012-08-21,0
83898,13562,2013-07-06,2014-01-20,0
83906,17962,2013-06-14,2013-11-13,0
83914,187,2013-02-13,2013-09-19,0
83917,7709,2013-04-01,2014-11-24,0
83919,11379,2013-01-29,2013-02-01,0
83922,17872,2013-01-22,2013-07-22,0
83925,19805,2012-03-03,2012-06-05,1
83930,16491,2012-06-11,2013-08-02,1
83935,18409,2012-10-13,2014-05-30,0
83938,2289,2012-10-03,2013-07-25,1
83940,5194,2013-05-23,2014-12-03,0
83941,4706,2013-09-05,2014-12-12,0
83942,18926,2012-05-15,2013-11-03,1
83946,2415,2012-06-27,2012-09-05,1
83948,9703,2013-01-13,2014-06-29,1
83949,19297,2012-03-28,2013-03-08,1
83951,3022,2013-04-05,2015-03-08,1
83954,14736,2012-11-30,2013-04-21,0
83955,6003,2013-01-07,2013-03-19,0
83956,3416,2013-01-02,2013-01-31,0
83966,10805,2012-03-31,2012-06-14,0
83976,13757,2012-08-28,2013-08-21,1
83984,3457,2013-08-17,2013-08-22,0
83986,2308,2013-04-30,2013-06-08,1
83998,18363,2012-12-30,2013-04-11,0
84011,17100,2013-10-18,2014-03-22,0
84015,16493,2013-01-09,2013-03-12,1
84017,15221,2013-10-20,2013-12-04,0
84022,2645,2012-05-18,2013-03-15,0
84025,3527,2012-06-05,2013-01-20,1
84033,7167,2012-12-11,2013-04-19,1
84036,19572,2012-03-02,2013-12-25,1
84037,10055,2012-05-02,2013-07-20,0
84043,11360,2013-07-31,2013-10-13,1
84045,14689,2012-10-29,2012-12-14,1
84049,14519,2013-07-30,2014-02-28,0
84054,31,2012-02-16,2012-02-19,1
84063,15759,2013-01-22,2013-05-05,1
84066,5276,2013-07-23,2014-06-11,1
84067,12682,2012-11-10,2013-01-26,1
84077,13829,2013-08-13,2013-09-24,1
84078,13330,2013-09-29,2013-12-19,1
84087,8509,2013-10-26,2014-08-16,1
84088,10160,2013-04-28,2013-08-30,1
84096,18706,2012-10-20,2013-02-26,0
84101,2665,2013-06-04,2014-04-29,1
84103,5683,2013-04-07,2014-10-11,1
84104,18434,2012-01-15,2015-07-29,1
84108,7485,2013-01-12,2014-03-06,1
84116,12347,2013-08-27,2013-11-10,0
84120,18763,2012-02-26,2012-06-23,0
84125,613,2013-03-29,2013-09-19,1
84130,12576,2013-02-03,2013-05-23,1
84134,938,2012-07-05,2012-12-29,1
84143,11944,2013-01-25,2013-09-07,1
84148,239,2013-08-14,2014-01-28,1
84172,19297,2013-05-18,2013-08-30,1
84174,15720,2012-12-20,2013-03-13,1
84175,15852,2013-04-18,2014-03-23,0
84179,1187,2013-09-28,2014-02-25,1
84181,16896,2013-07-20,2013-10-27,0
84182,16525,2013-03-12,2013-06-20,1
84183,4701,2012-08-08,2013-06-17,1
84186,9542,2012-08-24,2013-09-19,0
84194,2852,2012-06-09,2012-10-18,1
84195,17662,2012-02-09,2013-02-27,0
84200,12868,2012-10-15,2013-02-20,0
84203,7606,2012-10-25,2012-12-24,0
84207,13907,2012-01-23,2012-02-15,0
84213,13033,2013-03-03,2013-06-19,1
84214,19644,2012-02-03,2012-03-30,1
84220,14698,2012-11-04,2013-04-23,1
84224,373,2012-11-17,2013-03-26,1
84226,2096,2013-09-11,2014-01-14,0
84228,5234,2012-09-08,2012-10-26,1
84231,16384,2012-12-22,2013-04-08,1
84238,4787,2012-06-19,2012-07-08,0
84245,860,2013-06-09,2013-10-05,1
84249,10616,2012-08-14,2014-04-16,0
84257,1960,2012-04-19,2013-01-17,0
84262,4321,2013-05-09,2013-10-08,0
84263,1384,2012-04-10,2012-06-20,1
84268,4339,2012-11-01,2013-04-08,1
84272,8487,2013-02-08,2013-03-26,0
84280,11565,2013-04-12,2013-04-27,0
84289,6177,2012-08-31,2013-06-29,1
84292,2114,2012-12-15,2014-08-10,1
84294,10913,2012-12-14,2013-07-16,1
84296,9667,2013-01-03,2013-04-06,0
84297,15368,2012-11-16,2013-09-19,1
84299,14354,2012-09-04,2013-05-04,1
84308,11299,2012-08-10,2013-02-17,1
84310,19040,2013-08-04,2014-01-09,1
84313,13431,2012-12-18,2014-01-04,0
84317,7763,2012-04-18,2012-10-20,0
84324,6464,2012-02-08,2013-07-13,1
84326,15990,2012-04-28,2012-07-28,0
84332,2613,2013-07-10,2014-01-12,0
84333,6898,2013-08-10,2015-04-17,1
84335,19075,2013-05-23,2013-07-23,1
84339,17029,2013-09-04,2014-05-17,1
84341,11941,2013-02-22,2013-11-29,0
84343,17967,2012-12-26,2013-03-09,0
84344,5033,2013-05-22,2014-04-08,1
84347,3454,2012-11-25,2013-10-29,1
84349,19820,2012-04-09,2012-09-15,1
84358,18967,2012-03-02,2012-04-19,0
84360,2988,2012-06-18,2013-01-04,0
84363,3597,2012-04-16,2012-09-11,1
84373,9902,2013-06-13,2013-06-14,0
84376,2352,2013-09-14,2014-02-16,1
84378,10650,2012-08-25,2012-12-07,1
84381,12134,2013-02-24,2013-04-14,0
84385,15970,2013-03-22,2013-03-27,1
84387,12525,2012-12-24,2013-10-27,1
84389,8442,2013-10-24,2014-06-06,0
84391,7951,2012-08-29,2013-05-09,1
84393,4124,2013-06-24,2014-06-09,0
84399,13074,2012-03-22,2012-05-18,0
84401,19548,2012-10-17,2013-01-13,0
84407,6196,2012-11-15,2013-10-15,1
84408,12048,2012-07-01,2013-01-09,1
84412,5466,2012-12-29,2013-02-16,0
84414,2793,2012-04-29,2012-12-16,1
84415,13717,2013-08-01,2013-10-01,0
84416,10819,2012-09-15,2013-01-07,1
84419,8466,2012-05-31,2012-10-13,1
84420,19579,2013-05-21,2014-11-25,1
84423,9093,2012-01-20,2012-05-25,0
84427,153,2012-04-13,2012-04-26,0
84429,8154,2013-05-09,2013-07-17,1
84432,15165,2013-08-18,2013-08-23,1
84435,7251,2013-01-28,2014-05-11,1
84436,19611,2013-04-01,2013-11-02,1
84438,16701,2012-03-27,2012-07-17,0
84444,16140,2012-07-08,2012-08-26,0
84445,3160,2013-08-23,2014-02-21,1
84446,7774,2012-07-05,2013-10-24,1
84448,16752,2012-01-28,2012-02-26,0
84450,4325,2013-07-30,2014-03-01,0
84454,7304,2013-05-03,2014-07-04,0
84456,6543,2013-01-12,2013-05-01,0
84457,14620,2013-02-20,2013-03-07,1
84458,5704,2012-06-04,2012-08-22,1
84459,4487,2012-09-19,2012-11-19,0
84462,17086,2013-07-17,2013-12-30,0
84463,14233,2012-12-06,2013-11-20,0
84468,6148,2013-06-01,2013-11-04,0
84471,3232,2013-03-01,2013-05-02,0
84474,19769,2012-10-25,2013-02-06,1
84476,15762,2013-01-04,2014-12-19,1
84480,18219,2012-04-17,2012-08-10,1
84482,9158,2013-01-31,2013-05-21,1
84483,18568,2012-08-13,2012-12-02,0
84484,9653,2012-08-13,2013-03-19,1
84488,1556,2012-08-27,2012-11-24,0
84493,10924,2012-08-23,2013-01-17,1
84498,13524,2013-07-06,2013-09-06,1
84501,15847,2013-10-11,2014-02-06,1
84502,1741,2013-09-02,2015-11-03,0
84504,5111,2013-09-29,2013-10-13,0
84506,7592,2012-05-30,2012-10-03,0
84519,17725,2012-03-19,2012-03-29,1
84520,18524,2012-03-18,2012-05-09,0
84522,8275,2013-04-04,2013-08-10,0
84523,12965,2012-03-24,2012-12-28,0
84540,18230,2012-12-15,2013-02-28,1
84543,18477,2012-08-08,2013-01-27,1
84544,14798,2012-04-07,2012-06-11,1
84545,12784,2013-05-09,2013-08-19,1
84547,11888,2012-11-16,2015-01-18,0
84560,14117,2013-05-06,2013-05-11,1
84564,454,2012-09-27,2013-07-26,1
84568,13385,2012-10-24,2013-12-17,1
84572,12224,2012-11-13,2014-10-21,0
84577,3404,2012-11-13,2013-05-05,0
84581,6466,2013-09-19,2014-03-15,1
84582,17966,2013-10-19,2014-01-05,0
84584,15585,2012-11-12,2015-02-01,0
84591,2056,2013-06-15,2013-11-19,1
84595,2575,2013-07-07,2013-11-06,1
84597,12596,2012-09-13,2013-03-30,1
84606,8640,2012-07-17,2013-02-12,1
84607,5844,2012-02-13,2012-12-09,1
84629,7007,2012-06-24,2012-07-30,0
84630,4459,2012-10-25,2013-05-02,1
84632,2299,2012-06-06,2012-10-21,1
84634,4499,2013-03-17,2013-09-19,1
84635,7852,2013-10-01,2013-10-26,0
84641,17870,2012-05-24,2012-12-13,1
84644,12386,2012-12-09,2012-12-17,0
84650,4654,2013-03-14,2013-06-01,1
84651,3926,2013-04-11,2014-01-06,0
84655,4700,2013-10-23,2015-03-08,1
84666,11233,2012-10-16,2013-06-03,1
84667,846,2012-12-18,2014-11-14,0
84671,4323,2012-09-16,2013-03-01,0
84674,6642,2013-10-27,2013-10-28,1
84676,19832,2013-05-09,2013-08-21,1
84677,4888,2012-07-30,2012-09-18,0
84682,15042,2012-10-29,2013-05-19,1
84683,9147,2012-11-19,2013-05-18,0
84684,16088,2013-02-09,2013-03-15,0
84690,15261,2013-08-06,2013-08-12,1
84691,12003,2012-02-08,2012-04-02,0
84693,10996,2012-05-09,2013-01-27,1
84695,4528,2013-01-31,2013-04-15,0
84696,18601,2013-09-17,2013-10-11,0
84698,17838,2013-05-22,2014-01-11,1
84700,15631,2013-06-15,2013-09-17,0
84705,12005,2013-09-06,2013-09-20,1
84706,4926,2013-02-21,2013-11-15,0
84708,15709,2013-03-30,2013-09-05,1
84714,4446,2013-04-09,2013-05-20,0
84717,15545,2012-01-02,2013-08-28,0
84718,7317,2013-03-14,2013-03-26,1
84727,6887,2012-01-07,2012-05-15,1
84731,9060,2012-12-17,2014-01-16,0
84734,3843,2013-09-12,2015-02-18,0
84743,18611,2012-08-07,2014-08-03,0
84751,7888,2012-09-08,2012-10-03,0
84753,1953,2013-04-24,2013-09-22,1
84763,15651,2013-10-14,2015-02-26,1
84767,12660,2012-04-06,2012-04-29,0
84772,10828,2012-04-21,2013-04-30,0
84781,8965,2012-09-08,2012-10-25,0
84782,15371,2012-11-19,2014-01-10,0
84784,2750,2013-03-14,2013-07-13,1
84788,17355,2013-03-29,2013-11-21,1
84791,17517,2013-10-07,2014-02-07,1
84802,1130,2013-09-11,2013-11-27,0
84804,14993,2013-08-20,2013-09-25,1
84815,9651,2012-01-31,2012-04-17,1
84818,7878,2013-05-04,2014-10-07,1
84822,11849,2012-10-15,2012-12-29,1
84823,15345,2013-05-09,2014-01-15,0
84826,5494,2012-01-29,2012-06-18,1
84827,3741,2012-05-12,2012-07-23,1
84831,11751,2013-08-17,2013-10-07,0
84834,18834,2012-06-14,2012-06-16,0
84837,3935,2012-05-10,2012-06-02,1
84838,444,2013-06-09,2013-07-06,0
84840,19785,2012-12-22,2013-10-09,0
84841,3607,2013-09-17,2014-10-24,1
84846,16590,2012-06-08,2012-07-17,1
84853,16995,2013-04-20,2013-08-14,0
84854,2788,2012-05-08,2012-08-06,0
84855,6639,2012-03-18,2012-06-14,0
84856,1522,2012-10-20,2012-11-21,0
84859,507,2013-02-09,2013-07-20,0
84861,134,2012-05-26,2012-07-29,1
84864,4689,2012-03-30,2012-04-20,1
84865,5573,2012-05-06,2012-11-15,1
84870,19462,2012-09-19,2013-05-10,0
84871,12126,2012-12-11,2013-03-27,1
84874,7936,2012-04-29,2013-03-23,1
84886,6576,2013-03-18,2014-06-02,1
84890,7000,2012-10-07,2014-01-01,1
84893,10772,2013-03-11,2013-11-18,1
84895,4332,2013-03-19,2013-04-30,1
84906,8379,2013-04-27,2013-06-08,0
84907,6077,2013-03-01,2013-03-10,1
84908,11850,2012-05-07,2012-10-30,1
84910,3008,2012-10-15,2013-07-06,1
84911,17146,2013-10-25,2014-08-01,1
84918,15981,2012-02-06,2012-11-15,1
84919,6795,2012-10-08,2013-06-12,0
84922,13684,2013-07-21,2013-11-10,0
84923,10555,2012-12-31,2013-05-01,1
84925,14546,2012-01-16,2012-01-31,1
84931,1177,2013-03-22,2013-07-28,1
84938,10968,2012-04-21,2012-05-19,1
84945,4653,2012-11-25,2012-12-01,1
84959,8523,2012-11-21,2012-11-26,1
84962,18286,2013-03-11,2013-05-08,0
84964,17230,2012-06-10,2012-08-21,1
84978,7194,2013-06-17,2014-05-12,1
84980,10721,2013-07-01,2014-07-20,0
84981,1640,2012-05-22,2012-05-26,0
84989,9262,2012-06-15,2012-07-09,0
84991,9316,2012-10-06,2013-03-22,0
85002,7984,2012-09-15,2013-12-13,0
85003,18899,2012-10-17,2013-09-26,1
85004,4228,2013-07-06,2013-08-18,1
85006,8606,2013-04-20,2013-05-14,1
85013,12572,2013-10-23,2014-05-20,1
85018,6700,2013-03-29,2013-09-21,1
85023,13777,2013-10-01,2014-07-03,1
85024,343,2012-06-12,2012-11-30,0
85027,2859,2013-04-19,2014-03-26,1
85031,16858,2012-07-18,2012-08-05,1
85042,15029,2013-05-10,2014-05-30,0
85049,14477,2012-09-27,2012-12-01,0
85050,947,2013-10-14,2014-02-18,0
85051,7038,2013-09-14,2013-11-04,0
85053,9164,2013-08-16,2014-08-21,1
85056,1467,2012-06-01,2012-12-28,1
85061,16032,2013-05-05,2013-07-29,1
85065,16485,2012-09-15,2013-07-15,1
85072,11601,2013-07-01,2013-07-10,1
85074,7978,2012-07-26,2012-09-20,1
85076,11925,2012-06-15,2012-08-12,0
85079,3384,2012-01-11,2012-09-04,0
85084,19063,2012-01-23,2012-04-14,0
85086,13096,2013-05-26,2013-08-12,0
85089,10187,2013-05-01,2014-03-26,0
85102,14472,2013-03-22,2013-06-15,0
85106,6249,2013-01-28,2013-08-04,1
85109,4783,2012-09-30,2012-11-10,0
85111,11672,2012-06-16,2012-08-01,1
85113,16020,2013-08-03,2014-04-08,0
85119,3894,2012-08-12,2013-02-20,0
85122,10735,2013-06-03,2013-06-30,0
85123,16717,2013-05-08,2013-11-01,1
85126,10809,2012-06-19,2013-04-08,1
85127,15487,2013-07-17,2013-08-27,0
85132,2808,2013-01-13,2013-03-13,0
85134,3431,2013-04-24,2014-01-01,0
85135,11203,2012-01-28,2012-02-17,0
85137,8188,2012-12-12,2013-02-12,0
85140,5413,2012-07-13,2012-12-06,1
85144,19082,2012-05-06,2013-01-23,1
85145,14362,2013-03-14,2013-05-30,0
85146,13760,2013-01-17,2013-02-17,0
85153,9575,2013-07-31,2014-02-18,0
85157,16409,2012-10-16,2012-11-09,0
85158,7984,2012-07-28,2013-07-19,0
85161,8095,2012-03-01,2012-03-11,1
85169,7495,2012-12-21,2013-04-18,1
85177,10331,2012-09-22,2012-10-21,1
85179,10727,2012-02-02,2012-02-08,0
85182,12127,2012-07-03,2012-08-07,0
85192,15939,2012-09-04,2013-01-06,1
85207,1948,2012-09-24,2013-04-11,1
85210,16304,2013-10-17,2014-08-16,1
85214,11442,2013-01-04,2013-03-19,1
85215,9751,2013-09-02,2014-04-25,1
85217,13560,2013-08-11,2014-12-19,1
85224,19872,2013-04-29,2013-05-13,1
85227,13947,2013-02-01,2013-06-19,1
85233,11557,2013-03-07,2013-07-20,1
85236,15128,2012-10-24,2013-03-18,0
85237,17798,2012-07-28,2013-01-01,1
85247,15460,2012-07-09,2012-10-22,0
85257,8169,2013-02-28,2013-11-24,0
85260,4311,2012-12-21,2013-06-25,1
85272,18695,2012-02-26,2012-04-22,0
85274,10657,2012-10-28,2013-09-16,1
85280,9937,2012-12-26,2013-03-08,1
85285,6593,2013-04-20,2013-04-21,0
85288,315,2013-08-15,2013-08-22,1
85297,14083,2013-03-03,2013-03-23,0
85305,13636,2012-07-26,2013-04-22,0
85319,2826,2012-01-28,2012-12-26,0
85320,2958,2013-06-25,2014-10-13,1
85321,12552,2013-03-29,2013-06-17,0
85331,66,2012-06-26,2013-07-01,1
85333,10822,2012-06-02,2014-05-22,1
85338,2848,2012-05-14,2012-05-20,0
85339,3774,2013-07-27,2015-03-16,0
85343,4533,2012-12-23,2013-05-01,1
85348,460,2012-11-09,2012-11-20,0
85350,10242,2012-05-11,2012-06-11,0
85354,9468,2012-03-29,2012-07-11,1
85355,17293,2013-03-23,2013-05-27,0
85357,16970,2012-11-26,2012-12-15,0
85359,15392,2012-05-17,2012-09-03,1
85361,17632,2012-09-28,2013-05-03,1
85370,14887,2013-07-11,2013-11-16,0
85375,10857,2012-05-23,2012-07-13,1
85378,16757,2012-11-14,2014-01-09,0
85379,7925,2013-10-15,2013-12-28,1
85382,1238,2013-05-25,2013-09-24,1
85389,13312,2013-02-22,2013-05-20,1
85395,225,2012-10-16,2012-11-11,1
85399,17188,2013-07-06,2014-02-18,0
85402,10747,2012-08-30,2013-03-09,1
85404,649,2013-04-18,2013-07-04,1
85405,1593,2013-05-04,2014-11-15,1
85406,13327,2013-02-19,2015-06-22,0
85408,8189,2013-07-01,2015-12-26,0
85409,18917,2012-05-07,2012-08-25,1
85420,8213,2012-08-02,2012-09-19,1
85421,5421,2013-02-11,2013-04-02,1
85424,6482,2012-10-25,2012-10-26,0
85439,3396,2013-01-10,2013-04-18,0
85445,9228,2012-07-05,2013-02-19,0
85447,14120,2013-07-19,2013-09-04,1
85451,84,2012-04-15,2012-06-09,1
85457,11105,2012-06-20,2012-08-13,1
85461,18587,2012-04-30,2013-01-09,0
85463,11306,2012-10-16,2012-11-07,1
85467,4104,2013-08-09,2013-09-27,1
85469,3555,2013-08-08,2014-01-15,1
85470,16944,2013-10-22,2014-02-27,1
85475,16585,2012-01-06,2012-07-11,1
85480,16504,2012-08-05,2012-12-26,1
85483,13975,2013-06-14,2013-08-27,0
85484,15995,2013-08-05,2013-09-06,0
85485,7666,2013-06-04,2013-08-08,1
85494,16998,2013-04-21,2014-01-05,1
85499,5285,2012-01-30,2012-08-09,0
85500,7565,2012-05-26,2013-05-13,1
85505,18215,2013-09-01,2014-03-06,0
85507,5082,2013-01-23,2013-11-09,0
85508,15309,2013-09-14,2014-08-03,1
85512,1771,2013-02-11,2013-09-11,1
85518,7280,2013-07-04,2013-07-13,1
85526,4390,2013-07-11,2014-02-13,0
85527,1210,2012-10-10,2013-11-05,1
85530,5203,2013-02-16,2013-08-01,0
85532,16909,2013-02-05,2013-02-10,0
85535,10065,2012-01-06,2012-11-19,1
85541,2110,2012-08-20,2012-11-09,1
85543,743,2013-09-26,2014-06-17,0
85544,9452,2013-06-09,2014-01-26,0
85550,15703,2013-02-01,2014-03-22,1
85553,7169,2013-01-07,2013-03-08,1
85555,384,2013-01-02,2013-01-04,1
85556,11067,2012-06-05,2013-07-03,1
85562,4013,2013-05-11,2013-05-15,0
85563,1752,2012-12-13,2013-08-31,1
85568,18438,2012-11-12,2013-05-25,1
85569,15510,2012-09-20,2013-11-02,1
85576,4951,2012-07-25,2012-07-31,0
85578,8135,2012-05-09,2012-07-16,1
85583,722,2013-01-25,2013-08-04,0
85584,17186,2012-08-10,2013-04-28,0
85589,3963,2012-07-13,2012-08-29,1
85592,18327,2012-07-29,2012-11-04,0
85601,9676,2013-06-30,2013-11-08,1
85602,3363,2012-09-02,2013-03-08,0
85603,9939,2013-09-02,2014-03-24,1
85604,16579,2012-11-08,2013-03-20,1
85605,14712,2013-06-05,2013-07-17,1
85607,11460,2013-01-16,2013-11-02,1
85608,11538,2013-08-28,2013-12-03,1
85617,2942,2013-03-18,2013-04-15,0
85623,13670,2012-09-25,2013-09-05,0
85628,18544,2013-07-03,2014-08-03,1
85629,14474,2012-09-06,2013-06-09,1
85631,6663,2012-04-16,2012-11-29,0
85632,29,2013-02-24,2014-11-17,0
85643,271,2012-05-31,2012-10-29,0
85649,19534,2013-07-24,2014-10-01,1
85651,19475,2012-03-28,2012-05-20,0
85652,4902,2012-12-18,2013-01-02,1
85660,4914,2012-03-16,2012-03-28,1
85661,11756,2013-04-21,2013-07-16,0
85670,13950,2012-01-23,2012-02-10,1
85672,12910,2012-09-19,2012-11-29,0
85674,495,2012-11-15,2012-12-23,0
85675,10037,2012-12-05,2013-12-25,0
85677,3879,2012-06-25,2012-07-28,1
85695,6652,2012-02-19,2012-08-16,1
85705,119,2012-06-08,2014-06-11,0
85712,17489,2013-06-07,2013-08-17,0
85713,2226,2012-03-09,2013-09-26,0
85716,7806,2012-06-19,2013-04-20,0
85718,7481,2012-02-19,2012-06-09,1
85721,5323,2012-10-15,2012-12-26,1
85724,4251,2012-05-17,2013-03-06,0
85725,8651,2013-01-04,2013-07-02,1
85729,2887,2013-05-04,2013-05-06,1
85730,7239,2012-09-12,2013-10-06,1
85734,14535,2013-06-08,2014-02-22,1
85737,14918,2012-03-20,2013-01-09,1
85739,1429,2013-01-18,2014-11-29,0
85742,6911,2012-01-02,2012-08-13,1
85746,12805,2013-05-08,2014-11-21,0
85748,3990,2013-04-14,2013-05-10,0
85750,4287,2012-01-31,2013-12-10,1
85759,11464,2012-11-23,2014-04-02,0
85763,13128,2013-02-16,2013-02-24,1
85770,95,2012-08-17,2012-08-28,1
85774,19669,2013-10-22,2014-01-03,0
85775,7495,2013-09-13,2013-10-13,0
85778,3407,2012-04-28,2013-01-11,1
85782,8135,2012-08-09,2013-02-11,1
85784,17483,2013-02-01,2013-11-18,1
85787,8422,2013-08-30,2014-01-27,1
85789,16233,2013-02-06,2013-03-28,0
85791,2110,2013-08-25,2013-09-28,1
85795,17131,2013-02-05,2013-08-12,1
85796,5682,2013-09-02,2013-10-23,1
85798,1039,2013-02-24,2015-05-04,1
85809,17913,2012-11-10,2013-05-03,1
85813,15249,2013-09-07,2014-03-10,1
85818,6203,2012-05-20,2012-06-20,1
85822,9820,2013-03-09,2013-06-05,0
85824,5763,2012-02-17,2012-05-28,0
85828,7048,2012-02-08,2012-05-04,0
85837,18435,2012-11-22,2012-12-02,1
85840,7589,2012-01-04,2012-05-25,1
85844,15922,2012-05-29,2012-12-08,0
85845,7760,2013-08-04,2015-06-10,0
85854,3259,2012-06-19,2012-10-11,1
85855,5462,2012-08-29,2013-07-06,1
85857,18490,2012-03-18,2013-10-24,1
85862,11024,2012-01-14,2012-04-29,1
85866,17171,2012-04-04,2012-05-12,1
85872,16724,2012-01-22,2012-02-14,0
85873,12430,2013-04-26,2013-12-03,0
85877,2913,2013-08-19,2013-11-02,1
85878,13789,2012-02-12,2012-03-12,1
85880,5068,2012-07-07,2013-06-28,0
85882,11876,2012-03-08,2012-06-14,1
85884,16626,2013-08-23,2013-12-19,0
85885,6550,2012-09-18,2013-04-10,1
85886,16822,2012-08-23,2012-10-05,1
85898,113,2013-07-18,2014-07-29,1
85899,3408,2012-12-02,2013-02-07,1
85900,3419,2012-12-19,2013-05-13,1
85903,11905,2013-10-02,2013-12-25,1
85916,11068,2013-03-26,2013-05-06,1
85920,4102,2013-10-01,2013-10-29,1
85927,9235,2013-03-25,2013-08-26,0
85929,1482,2013-02-27,2013-05-30,0
85936,17320,2013-04-04,2014-01-31,1
85937,745,2013-04-29,2013-10-10,0
85943,2901,2013-05-17,2013-11-09,1
85945,10878,2012-06-15,2012-07-09,0
85947,10448,2012-08-21,2012-11-21,0
85954,11109,2013-09-19,2013-11-23,0
85955,8353,2012-03-13,2012-10-24,1
85959,7642,2013-08-28,2014-11-14,0
85960,9905,2013-06-28,2013-09-23,0
85965,2720,2013-06-12,2014-11-21,1
85972,311,2013-02-21,2013-05-24,1
85975,16139,2012-03-16,2012-07-25,1
85977,9256,2012-01-17,2012-05-17,1
85981,14158,2012-04-14,2012-12-04,1
85986,7371,2012-12-27,2013-04-28,1
85988,552,2012-12-28,2013-10-26,0
85995,4287,2013-03-10,2013-07-21,1
85997,11055,2012-03-24,2012-09-07,1
85998,11843,2012-10-20,2012-12-18,0
86009,13601,2012-02-11,2012-05-29,1
86016,17942,2013-04-03,2013-09-28,1
86017,9202,2013-01-20,2015-03-29,1
86020,7423,2012-02-09,2012-06-05,1
86026,2019,2013-01-03,2013-02-22,1
86027,2383,2012-09-12,2013-03-14,0
86033,16238,2012-02-25,2012-03-16,0
86043,19686,2013-01-22,2013-03-08,0
86044,2542,2013-10-07,2014-05-29,0
86048,18471,2012-03-26,2012-07-31,0
86055,7344,2013-07-17,2014-03-16,1
86058,11069,2012-12-14,2013-04-04,0
86059,1301,2012-04-08,2013-01-27,0
86063,8338,2013-04-29,2013-06-27,1
86064,7312,2012-06-15,2012-08-26,0
86066,17069,2012-05-05,2012-05-11,1
86080,17467,2013-03-30,2014-06-04,0
86082,2161,2012-02-13,2012-05-13,1
86083,17678,2013-05-07,2013-08-13,1
86090,10699,2012-08-12,2012-08-30,0
86092,1062,2013-03-25,2013-07-03,1
86094,7629,2012-01-19,2013-02-15,0
86095,7356,2013-10-13,2013-12-30,0
86097,3672,2012-04-24,2013-06-24,1
86112,17620,2012-05-17,2012-07-03,0
86121,13416,2012-12-21,2013-02-12,1
86123,13176,2012-12-10,2012-12-29,1
86125,11180,2013-03-07,2013-04-19,0
86127,4884,2012-11-03,2013-12-28,1
86130,7092,2013-09-21,2014-07-03,1
86134,18562,2013-01-04,2013-02-16,0
86135,8348,2013-01-23,2013-02-01,1
86139,8721,2013-08-27,2013-12-03,0
86141,13422,2013-07-27,2013-09-03,1
86144,11595,2012-12-02,2013-06-20,0
86146,12829,2012-11-21,2013-01-10,1
86150,2734,2013-02-17,2013-04-14,0
86153,17344,2012-10-03,2013-01-02,1
86157,13323,2012-07-10,2012-08-30,1
86158,17604,2012-03-31,2012-10-22,1
86159,9254,2013-02-14,2014-03-08,0
86167,14881,2012-05-30,2012-11-04,1
86168,16666,2012-07-20,2012-07-30,1
86174,16265,2013-08-10,2013-08-27,1
86188,10993,2013-08-01,2013-11-06,0
86189,9965,2013-01-01,2014-02-14,0
86190,17999,2012-11-15,2013-03-30,1
86192,6812,2012-03-10,2012-11-26,1
86196,6692,2012-10-10,2013-09-22,0
86197,14395,2012-07-20,2012-08-12,1
86201,18861,2012-09-26,2012-11-18,1
86203,2472,2012-11-26,2013-03-03,1
86206,9300,2012-12-24,2014-04-02,0
86211,14198,2012-05-15,2012-10-10,1
86213,1082,2012-10-05,2012-10-08,1
86214,9148,2012-06-06,2012-08-12,1
86217,17953,2012-01-14,2013-06-07,1
86218,12571,2012-08-04,2012-11-15,1
86227,8317,2013-07-25,2013-11-16,0
86230,11154,2013-10-10,2013-10-11,1
86235,19041,2013-10-19,2014-06-15,1
86237,19975,2013-03-14,2015-10-22,1
86239,350,2012-09-30,2013-05-18,1
86243,9123,2013-09-17,2014-02-24,0
86244,5653,2013-04-20,2013-04-27,1
86248,12581,2012-11-30,2014-07-04,1
86250,10645,2012-10-12,2012-12-10,1
86260,5545,2013-06-29,2013-09-29,0
86262,14343,2012-02-09,2012-06-18,1
86264,15971,2013-06-03,2013-08-10,0
86265,13869,2012-03-02,2012-03-23,1
86267,19179,2012-08-09,2012-12-22,0
86269,11423,2013-09-28,2013-12-21,1
86270,14274,2012-11-20,2012-12-23,1
86272,17812,2013-01-14,2013-02-19,0
86278,16914,2013-05-28,2013-09-23,1
86279,16190,2013-10-05,2013-10-30,0
